rainfall_mm,avg_temp_c,min_temp_c,max_temp_c,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_kg_ha,irrigation_type,season,rice_variety,region,yield_ton_per_ha
712.4,35.9,30.7,44.2,6.72,166.0,72.7,158.3,223.2,Rainfed,Kharif,Basmati,West Bengal,6.55
1394.0,33.5,25.7,41.8,4.75,79.2,90.2,35.1,203.3,Canal,Kharif,MTU1010,Tamil Nadu,5.7
1120.2,33.6,30.5,43.5,5.5,73.6,106.8,107.6,393.2,Canal,Kharif,IR64,Tamil Nadu,7.7
772.9,31.7,25.8,37.6,6.86,29.3,63.0,128.4,307.4,Canal,Kharif,IR64,Punjab,7.24
840.5,29.1,22.4,38.8,4.67,120.7,25.7,93.7,71.4,Rainfed,Kharif,IR64,Punjab,5.19
1124.2,22.7,15.9,30.4,5.66,100.5,98.1,46.4,367.0,Borewell,Rabi,IR64,Andhra Pradesh,8.46
11.7,25.9,19.4,32.9,5.74,177.8,108.6,89.8,197.0,Canal,Kharif,Basmati,Punjab,0.6
157.0,22.5,15.8,30.5,6.25,105.2,12.8,80.8,5.6,Rainfed,Rabi,Basmati,Punjab,0.47
1762.5,33.0,29.8,41.3,5.77,51.9,27.6,30.4,314.4,Canal,Kharif,IR64,Andhra Pradesh,7.05
155.8,22.9,17.2,27.9,6.09,101.3,104.6,122.1,141.1,Rainfed,Kharif,MTU1010,Punjab,0.22
1413.6,32.6,25.7,41.1,6.41,177.2,58.1,42.8,399.6,Rainfed,Kharif,Basmati,Punjab,8.21
1840.1,32.5,29.0,40.8,4.95,130.2,20.3,133.1,217.5,Canal,Rabi,Swarna,West Bengal,7.23
541.4,28.3,25.2,38.3,5.13,23.1,77.4,34.3,108.1,Borewell,Kharif,IR64,Tamil Nadu,3.61
741.0,22.4,15.4,31.9,7.41,61.8,55.0,80.4,300.8,Rainfed,Rabi,Swarna,West Bengal,5.7
1137.8,25.7,19.1,33.8,6.11,53.8,116.2,111.2,111.3,Canal,Rabi,IR64,West Bengal,8.61
1763.4,25.8,20.7,34.0,5.74,154.2,26.7,159.3,9.9,Rainfed,Kharif,Basmati,West Bengal,0.09
1883.8,32.6,24.9,42.3,6.02,110.0,43.5,43.4,38.6,Canal,Kharif,Basmati,Punjab,0.69
1479.1,22.0,15.2,31.9,5.11,145.8,19.9,101.7,262.9,Canal,Rabi,MTU1010,Andhra Pradesh,7.98
173.2,34.9,27.1,43.9,5.34,31.7,6.0,24.5,85.6,Canal,Kharif,IR64,Andhra Pradesh,0.46
1338.3,33.7,26.1,42.3,6.3,163.4,32.9,131.1,95.1,Canal,Kharif,Basmati,Tamil Nadu,8.01
820.6,23.4,17.9,28.0,5.76,10.5,98.4,137.8,59.6,Rainfed,Kharif,Basmati,Andhra Pradesh,6.81
941.4,32.9,26.2,41.9,6.16,67.5,32.1,142.1,102.6,Rainfed,Kharif,MTU1010,Punjab,5.44
98.3,32.0,25.7,37.6,5.02,2.5,83.6,151.3,304.0,Canal,Rabi,IR64,West Bengal,0.32
382.1,33.5,26.4,40.8,5.05,33.2,63.1,56.9,205.5,Rainfed,Kharif,Basmati,Tamil Nadu,2.86
1581.0,23.4,16.5,29.8,5.84,173.2,62.4,106.6,86.4,Canal,Rabi,IR64,Tamil Nadu,11.18
907.9,22.8,19.1,28.9,5.83,14.1,93.8,50.5,99.0,Borewell,Rabi,Swarna,West Bengal,5.47
603.3,24.3,20.1,30.1,7.59,26.2,74.1,128.6,151.3,Borewell,Kharif,IR64,Punjab,4.82
768.0,26.6,22.3,35.7,4.62,166.5,19.2,66.5,398.5,Borewell,Rabi,Swarna,Tamil Nadu,6.42
1708.8,34.3,27.2,42.9,7.97,127.8,26.5,88.8,69.6,Canal,Kharif,IR64,Andhra Pradesh,6.17
1498.0,33.3,26.2,40.4,7.85,73.3,65.3,21.3,321.2,Rainfed,Kharif,IR64,Andhra Pradesh,4.32
544.6,36.7,31.2,44.6,6.4,12.4,101.4,136.1,346.3,Rainfed,Kharif,MTU1010,Andhra Pradesh,4.72
235.0,21.1,15.2,31.0,7.02,141.3,18.3,77.3,382.1,Borewell,Kharif,Swarna,Tamil Nadu,0.25
504.0,20.2,13.1,26.6,7.77,88.7,12.8,102.5,241.9,Rainfed,Kharif,Swarna,Punjab,4.45
1841.5,32.6,28.0,39.9,5.38,58.1,62.1,107.1,40.0,Rainfed,Kharif,IR64,Andhra Pradesh,6.76
1163.2,25.0,21.8,32.2,5.6,64.9,22.6,43.9,9.3,Rainfed,Rabi,IR64,West Bengal,0.6
1067.0,26.0,20.6,35.6,4.89,90.9,119.3,127.2,177.2,Borewell,Kharif,IR64,Andhra Pradesh,6.9
1192.8,29.8,22.3,36.0,6.47,99.2,0.5,133.3,140.3,Canal,Kharif,Swarna,Punjab,8.92
732.1,21.8,14.9,31.8,5.06,147.3,53.9,82.5,344.9,Canal,Kharif,Swarna,Andhra Pradesh,6.81
1614.2,31.6,26.7,37.4,7.76,138.9,19.5,144.4,238.8,Rainfed,Rabi,Basmati,Tamil Nadu,7.59
1046.6,25.9,22.5,30.5,6.01,138.1,81.7,25.7,337.3,Rainfed,Kharif,Basmati,Tamil Nadu,7.93
233.5,31.4,25.2,36.5,7.72,131.3,75.6,66.3,228.2,Borewell,Kharif,Swarna,Punjab,1.06
258.1,35.0,27.8,41.6,5.22,136.4,96.8,7.1,91.0,Rainfed,Kharif,MTU1010,Tamil Nadu,2.7
1073.7,23.1,16.8,31.0,6.93,122.0,67.6,63.8,79.8,Borewell,Kharif,Swarna,West Bengal,8.37
1873.1,36.8,31.6,43.9,6.77,156.2,22.7,159.5,158.1,Borewell,Kharif,IR64,Tamil Nadu,9.93
616.7,29.6,25.9,35.8,5.9,100.3,6.4,74.1,11.7,Rainfed,Kharif,IR64,Tamil Nadu,0.91
1739.1,36.6,29.1,44.0,7.64,93.8,86.7,67.1,198.9,Borewell,Kharif,IR64,Punjab,7.05
1528.2,23.7,19.4,32.8,6.02,126.2,52.8,110.1,109.0,Borewell,Kharif,Basmati,Tamil Nadu,9.79
495.6,30.9,26.8,39.9,5.19,29.9,26.7,7.8,18.3,Borewell,Kharif,Basmati,Tamil Nadu,0.1
72.7,27.3,20.2,35.6,7.92,139.9,30.2,56.6,189.8,Borewell,Rabi,IR64,Andhra Pradesh,0.7
203.7,33.9,26.0,43.7,6.05,168.5,17.9,85.3,256.4,Borewell,Kharif,Swarna,Andhra Pradesh,0.87
1457.0,30.9,24.6,38.4,5.23,53.3,34.0,77.5,40.3,Canal,Kharif,Swarna,West Bengal,6.16
399.3,28.9,22.8,32.9,5.77,110.0,95.0,102.8,243.4,Canal,Kharif,Swarna,Punjab,8.75
742.5,36.4,31.8,42.2,6.65,5.9,74.5,22.2,377.2,Rainfed,Kharif,Swarna,Andhra Pradesh,3.85
1003.4,26.8,23.7,32.8,6.29,137.8,118.5,64.4,150.6,Rainfed,Kharif,MTU1010,Tamil Nadu,8.43
1450.9,24.0,20.0,31.2,6.72,100.7,62.9,101.4,392.7,Canal,Kharif,Swarna,Andhra Pradesh,9.79
226.5,30.9,25.0,40.4,6.82,121.3,62.6,48.3,312.8,Rainfed,Kharif,Basmati,Punjab,1.04
812.7,31.2,27.5,40.3,4.93,25.7,23.0,98.1,3.8,Rainfed,Kharif,MTU1010,Punjab,1.03
970.1,27.9,20.5,33.3,5.6,145.7,70.4,153.3,378.1,Rainfed,Kharif,Swarna,West Bengal,9.86
1081.7,28.8,24.8,35.9,7.12,46.1,73.0,148.9,204.0,Borewell,Kharif,Basmati,Tamil Nadu,8.34
1636.7,37.3,31.7,45.2,6.78,123.3,24.8,116.1,240.2,Rainfed,Rabi,MTU1010,Tamil Nadu,7.56
343.4,33.2,27.6,43.1,4.81,106.8,10.6,28.4,243.7,Rainfed,Kharif,Swarna,Punjab,3.08
1615.7,22.0,16.0,26.2,5.6,117.7,44.3,125.5,156.5,Canal,Kharif,Basmati,West Bengal,10.66
1385.8,23.8,19.2,30.6,7.76,9.0,20.7,71.5,177.6,Canal,Rabi,Swarna,Punjab,5.21
1111.7,37.6,30.2,47.5,7.52,133.5,60.4,152.3,207.5,Canal,Kharif,MTU1010,Punjab,6.36
1399.1,33.1,27.9,42.9,6.85,143.1,63.1,97.8,386.2,Rainfed,Rabi,Basmati,Andhra Pradesh,7.87
824.0,36.5,30.0,42.5,4.76,85.5,73.0,34.8,87.4,Borewell,Rabi,IR64,Andhra Pradesh,3.1
276.8,25.5,19.3,29.5,6.62,73.6,72.3,50.0,365.8,Rainfed,Rabi,IR64,Andhra Pradesh,4.34
1331.5,33.4,29.8,40.9,4.54,61.7,81.0,51.0,390.3,Rainfed,Kharif,IR64,Tamil Nadu,5.09
1049.3,32.9,26.7,42.1,6.81,167.0,27.7,44.2,169.9,Borewell,Rabi,IR64,West Bengal,6.43
1278.7,25.3,19.6,31.3,7.06,135.9,87.7,123.5,98.9,Borewell,Kharif,Swarna,Tamil Nadu,10.01
676.0,29.9,22.4,39.5,6.24,125.8,63.0,53.9,184.7,Canal,Kharif,IR64,Punjab,7.41
1813.7,31.3,23.9,37.3,4.51,166.6,52.5,31.3,40.6,Rainfed,Rabi,IR64,West Bengal,6.86
1174.7,28.7,24.9,36.3,6.83,62.8,77.7,95.4,328.6,Rainfed,Kharif,MTU1010,Punjab,7.8
170.8,34.9,31.5,43.2,7.37,113.4,60.2,74.4,125.9,Canal,Rabi,Basmati,Tamil Nadu,1.04
899.6,35.0,30.5,41.1,6.55,123.5,63.1,3.5,121.7,Canal,Kharif,Basmati,West Bengal,5.61
1512.7,35.3,27.4,41.4,6.98,179.3,2.8,44.7,269.4,Rainfed,Rabi,Basmati,Tamil Nadu,7.0
1588.3,34.5,31.4,41.3,4.82,76.9,96.2,6.1,224.5,Canal,Kharif,Swarna,Andhra Pradesh,6.12
989.2,28.8,22.4,37.8,7.0,72.0,50.9,122.7,234.3,Borewell,Kharif,MTU1010,Tamil Nadu,7.65
1789.5,26.9,20.8,31.5,6.65,15.2,62.2,152.2,193.8,Rainfed,Kharif,IR64,Tamil Nadu,9.84
535.3,35.0,28.7,42.8,5.66,17.7,46.8,80.0,180.3,Rainfed,Kharif,Swarna,Tamil Nadu,3.59
821.2,28.8,24.7,36.9,6.9,92.1,66.2,89.3,126.3,Rainfed,Kharif,IR64,Tamil Nadu,7.19
1797.2,24.4,20.3,31.8,6.76,30.8,6.5,135.2,113.1,Borewell,Kharif,Basmati,Tamil Nadu,9.05
1792.5,29.1,24.0,38.7,6.6,13.1,46.1,3.0,397.6,Rainfed,Kharif,MTU1010,Tamil Nadu,7.66
1371.4,22.6,19.1,30.2,5.14,173.7,80.2,26.0,161.2,Rainfed,Rabi,Basmati,West Bengal,6.89
1718.0,32.4,29.1,40.3,5.54,171.3,112.6,104.7,202.8,Rainfed,Rabi,Basmati,Andhra Pradesh,8.69
177.5,26.0,22.6,33.6,7.97,58.5,101.9,118.7,158.9,Borewell,Kharif,Swarna,Andhra Pradesh,0.23
1730.0,24.7,18.8,33.0,6.02,142.2,115.5,100.2,290.5,Borewell,Kharif,MTU1010,Andhra Pradesh,11.98
641.2,37.2,32.2,42.0,4.71,157.1,93.8,150.3,69.5,Canal,Rabi,IR64,Punjab,5.53
356.7,34.0,29.5,43.3,7.65,83.7,75.9,62.8,20.8,Rainfed,Kharif,Basmati,West Bengal,0.64
478.7,34.2,29.6,38.4,5.11,40.3,50.8,88.8,389.6,Borewell,Kharif,IR64,Andhra Pradesh,4.74
835.9,31.2,27.2,39.1,5.91,23.4,14.8,153.0,214.2,Rainfed,Rabi,Swarna,West Bengal,5.4
502.4,35.1,30.0,42.8,5.47,25.3,30.1,143.9,220.3,Rainfed,Kharif,Swarna,Punjab,3.66
641.1,33.7,29.6,38.9,7.87,143.4,32.5,4.9,186.8,Canal,Rabi,MTU1010,Tamil Nadu,4.76
270.0,30.8,24.3,35.0,5.82,69.2,51.3,56.3,20.0,Rainfed,Rabi,IR64,Andhra Pradesh,1.02
592.4,37.3,33.7,42.1,6.98,124.8,73.2,118.2,270.7,Canal,Rabi,Swarna,Tamil Nadu,6.24
1144.6,23.4,15.7,29.1,6.59,97.0,74.2,0.1,226.3,Rainfed,Rabi,IR64,West Bengal,5.93
883.7,37.0,33.5,46.3,4.65,71.0,54.7,138.1,57.0,Borewell,Kharif,MTU1010,West Bengal,4.24
693.4,27.2,19.5,36.4,5.85,22.3,33.0,80.3,209.4,Canal,Kharif,Basmati,Tamil Nadu,6.39
1492.9,29.5,22.3,33.9,5.87,60.0,6.8,13.9,93.4,Borewell,Rabi,MTU1010,West Bengal,7.16
1787.0,22.2,15.8,27.9,7.96,151.2,118.7,70.8,256.0,Rainfed,Rabi,MTU1010,Tamil Nadu,8.1
1513.6,29.7,22.2,39.1,7.34,146.1,112.7,78.8,267.2,Canal,Kharif,Basmati,West Bengal,11.2
664.0,31.0,27.3,36.4,7.5,5.1,22.0,58.7,118.7,Canal,Rabi,MTU1010,West Bengal,4.26
1488.9,38.0,34.1,47.9,5.6,25.2,72.6,72.7,37.6,Rainfed,Rabi,IR64,West Bengal,1.13
304.0,37.6,33.3,43.1,5.65,136.1,35.5,142.6,319.2,Borewell,Kharif,Swarna,Tamil Nadu,5.78
260.6,37.4,33.2,45.8,6.3,60.4,23.3,51.9,254.6,Borewell,Rabi,Swarna,Andhra Pradesh,3.09
691.3,26.3,21.7,32.8,6.71,115.8,82.1,153.7,241.7,Canal,Rabi,Basmati,Tamil Nadu,8.58
1615.4,37.8,32.0,42.7,7.05,101.3,94.3,109.9,239.2,Canal,Kharif,MTU1010,Tamil Nadu,8.98
492.7,28.2,25.1,33.7,7.37,117.4,48.8,143.4,287.7,Canal,Kharif,IR64,Tamil Nadu,8.95
126.5,35.3,30.4,43.4,7.56,9.7,7.1,33.4,91.4,Rainfed,Kharif,IR64,West Bengal,0.21
263.4,23.9,19.7,29.9,4.59,167.6,48.2,78.7,162.7,Rainfed,Kharif,Basmati,Punjab,5.22
1717.5,29.1,23.1,36.7,7.29,3.8,63.9,90.5,88.6,Canal,Rabi,Swarna,Tamil Nadu,7.92
1267.6,37.4,29.5,42.6,6.64,1.4,107.2,13.6,28.5,Canal,Kharif,MTU1010,Andhra Pradesh,0.62
506.4,37.0,31.5,43.7,6.36,40.7,78.8,79.0,362.7,Rainfed,Rabi,IR64,Tamil Nadu,4.21
1110.6,32.3,27.2,39.4,6.7,178.8,85.3,137.8,18.7,Rainfed,Kharif,IR64,Tamil Nadu,0.59
1055.2,34.4,29.5,40.8,7.59,13.1,24.3,8.4,18.4,Rainfed,Rabi,Basmati,Tamil Nadu,0.08
1310.9,23.2,16.3,28.4,6.41,157.4,86.4,102.8,128.8,Borewell,Kharif,MTU1010,Tamil Nadu,10.76
466.4,33.0,29.6,39.8,5.07,28.6,60.2,158.2,127.5,Borewell,Kharif,MTU1010,Punjab,4.48
1728.8,31.1,23.3,39.3,6.03,19.6,98.4,84.4,15.9,Rainfed,Kharif,IR64,West Bengal,0.38
618.7,21.6,16.6,31.4,7.74,140.2,26.0,48.5,306.9,Rainfed,Kharif,IR64,Punjab,5.48
1388.3,22.0,17.5,30.8,7.35,152.4,61.8,93.6,46.9,Rainfed,Kharif,Basmati,West Bengal,8.36
32.2,22.0,14.1,26.9,5.21,142.6,25.1,86.6,35.4,Borewell,Kharif,IR64,West Bengal,0.1
745.3,33.0,25.4,38.7,7.0,43.4,34.3,16.8,34.9,Rainfed,Rabi,Basmati,Andhra Pradesh,0.2
703.4,22.6,16.3,27.0,5.4,158.4,99.9,34.3,257.7,Borewell,Kharif,MTU1010,West Bengal,6.8
1087.0,28.4,25.3,33.2,5.72,12.9,82.5,107.1,67.7,Rainfed,Kharif,MTU1010,Punjab,6.49
145.5,26.4,19.7,31.9,6.14,61.6,87.4,94.8,231.4,Canal,Kharif,Basmati,Tamil Nadu,0.46
1580.3,29.9,25.2,35.1,6.04,83.4,8.2,55.1,80.4,Borewell,Kharif,Swarna,Tamil Nadu,8.26
435.6,32.7,27.8,38.0,4.6,12.2,87.5,156.6,334.6,Rainfed,Rabi,Swarna,Andhra Pradesh,3.59
1354.1,32.3,28.5,37.7,7.21,104.4,59.0,103.2,74.8,Rainfed,Kharif,MTU1010,Andhra Pradesh,8.63
1606.4,29.3,23.7,35.1,7.46,100.7,55.1,36.9,171.9,Canal,Rabi,Basmati,Andhra Pradesh,8.84
1123.8,28.4,21.6,33.1,6.36,178.6,49.5,75.4,221.0,Canal,Kharif,Swarna,Punjab,9.63
1481.8,27.2,22.8,32.8,5.11,111.9,102.2,113.9,352.1,Canal,Kharif,Basmati,Punjab,8.69
1323.7,35.5,27.8,43.6,5.37,71.6,21.3,107.5,86.0,Canal,Kharif,Swarna,Tamil Nadu,5.68
711.1,26.0,22.0,31.4,4.94,142.2,97.7,39.4,248.2,Rainfed,Kharif,Basmati,West Bengal,5.51
1617.7,24.7,21.3,29.7,5.09,60.3,111.4,103.7,12.5,Canal,Rabi,MTU1010,Andhra Pradesh,0.1
589.4,33.4,27.2,37.8,7.57,95.9,20.2,53.3,310.1,Rainfed,Kharif,Swarna,Andhra Pradesh,3.94
1142.4,26.5,19.2,33.5,6.18,10.0,120.0,73.2,210.8,Rainfed,Kharif,Basmati,West Bengal,7.01
1490.8,35.2,27.5,44.3,4.89,58.1,118.9,107.1,378.0,Canal,Kharif,IR64,West Bengal,6.48
757.9,25.9,19.1,30.3,5.39,95.1,74.6,93.0,310.1,Rainfed,Kharif,Swarna,West Bengal,5.82
605.5,32.6,28.6,39.9,7.82,126.4,32.2,114.0,160.3,Rainfed,Kharif,Swarna,Tamil Nadu,5.21
918.7,20.8,12.9,28.7,6.28,17.8,51.6,61.1,166.3,Borewell,Kharif,Swarna,Tamil Nadu,6.03
1635.9,26.9,19.3,34.5,6.3,143.5,20.4,120.3,2.6,Canal,Kharif,Swarna,Tamil Nadu,0.4
1859.8,26.2,22.4,35.4,6.34,162.0,14.4,2.5,335.2,Canal,Kharif,Swarna,Punjab,11.26
1090.2,34.7,28.9,43.9,4.89,50.6,84.5,30.1,322.2,Canal,Kharif,IR64,Punjab,4.47
1322.9,37.4,31.6,41.8,7.9,137.8,69.6,155.7,227.4,Canal,Kharif,Basmati,West Bengal,7.33
1806.5,28.3,23.1,34.5,4.8,32.5,67.6,13.9,150.2,Canal,Kharif,IR64,Andhra Pradesh,6.75
197.1,34.8,26.9,42.9,6.95,94.2,29.7,105.9,322.0,Rainfed,Kharif,MTU1010,Tamil Nadu,0.45
464.2,32.6,29.3,42.3,4.7,143.6,28.2,146.7,244.1,Borewell,Rabi,IR64,West Bengal,4.34
1417.8,37.4,31.3,46.2,6.05,69.6,118.8,137.5,75.9,Rainfed,Kharif,Swarna,Tamil Nadu,6.92
1647.5,34.6,30.6,39.7,7.65,4.7,75.5,146.0,96.9,Rainfed,Kharif,MTU1010,Punjab,6.41
1714.1,21.4,15.8,27.1,7.19,97.2,98.3,157.4,242.3,Canal,Kharif,Basmati,Andhra Pradesh,11.95
830.2,32.8,25.9,41.4,5.67,152.0,45.4,57.2,271.2,Borewell,Kharif,IR64,West Bengal,6.37
178.7,29.6,25.4,36.5,6.43,19.5,101.2,52.8,45.3,Rainfed,Kharif,MTU1010,Andhra Pradesh,1.08
875.6,20.3,15.3,27.6,5.08,5.3,86.7,19.3,335.9,Canal,Rabi,MTU1010,Tamil Nadu,4.26
461.5,24.5,16.8,32.2,7.85,145.6,42.0,32.2,201.4,Borewell,Kharif,Swarna,West Bengal,6.2
582.4,36.6,29.8,41.2,6.98,48.1,86.1,104.5,79.9,Borewell,Rabi,Basmati,Punjab,4.19
1544.5,36.7,30.8,45.8,5.81,65.6,111.1,53.0,226.2,Canal,Rabi,IR64,Andhra Pradesh,7.38
151.1,34.4,30.3,43.6,5.61,15.7,25.6,54.6,350.5,Rainfed,Rabi,Swarna,Tamil Nadu,1.03
1655.2,37.7,32.5,44.5,5.34,17.4,65.7,103.3,22.0,Rainfed,Rabi,MTU1010,Tamil Nadu,0.08
855.3,34.5,27.6,42.3,7.25,110.6,116.0,16.7,88.4,Canal,Kharif,MTU1010,Tamil Nadu,6.88
1192.1,20.2,13.1,28.1,6.02,99.4,98.6,9.0,225.3,Canal,Kharif,IR64,Punjab,8.51
179.3,25.2,21.0,30.3,5.66,52.6,74.4,128.5,0.7,Canal,Kharif,Swarna,Tamil Nadu,0.28
674.7,20.6,14.2,25.2,7.67,81.5,8.4,126.4,71.9,Canal,Kharif,Basmati,Punjab,5.13
179.4,21.7,18.2,25.8,5.03,69.9,48.8,61.6,94.7,Rainfed,Kharif,Basmati,Punjab,0.07
1923.1,23.9,20.8,33.4,5.42,125.1,78.1,94.9,353.6,Borewell,Kharif,Basmati,Tamil Nadu,8.99
1614.5,29.1,23.3,35.1,5.71,155.2,49.2,38.1,209.7,Canal,Kharif,IR64,Tamil Nadu,10.42
919.3,35.3,31.1,39.8,5.41,137.7,119.7,58.8,252.9,Canal,Rabi,MTU1010,Tamil Nadu,6.48
447.2,35.5,32.1,42.3,6.55,0.8,90.4,5.8,1.2,Canal,Kharif,IR64,Punjab,0.75
1866.9,31.1,24.4,35.5,6.6,17.9,22.4,43.8,154.7,Canal,Kharif,Swarna,Punjab,7.95
689.2,36.7,31.2,41.2,4.69,77.3,58.8,2.6,178.9,Canal,Rabi,IR64,Tamil Nadu,3.5
322.0,29.0,22.0,35.9,5.01,153.3,46.1,67.9,335.6,Rainfed,Rabi,IR64,West Bengal,4.0
1126.3,36.0,29.7,43.1,5.19,42.7,71.3,83.2,77.9,Borewell,Kharif,IR64,West Bengal,4.93
1887.5,28.2,21.5,35.7,4.75,158.2,53.6,79.3,26.1,Rainfed,Kharif,Swarna,Tamil Nadu,1.02
7.7,25.0,20.5,32.9,4.94,19.8,28.5,54.5,329.9,Canal,Kharif,Basmati,Punjab,0.63
476.2,36.5,32.2,44.5,5.34,13.1,86.9,33.1,84.8,Rainfed,Kharif,MTU1010,West Bengal,2.55
1876.9,27.0,21.0,33.6,5.71,164.4,12.8,72.7,276.3,Canal,Kharif,Swarna,Tamil Nadu,11.33
342.2,29.1,25.1,36.9,7.27,29.2,63.9,139.2,36.6,Borewell,Kharif,IR64,Tamil Nadu,1.01
226.5,25.9,18.8,31.7,5.26,83.5,37.2,157.3,269.0,Rainfed,Kharif,Basmati,Punjab,0.06
1140.4,31.9,26.3,38.6,6.85,58.7,116.0,50.0,169.3,Rainfed,Kharif,IR64,Andhra Pradesh,7.27
1723.7,37.9,33.8,44.3,4.7,26.6,36.4,155.9,371.2,Canal,Kharif,IR64,Andhra Pradesh,6.3
954.2,20.5,14.3,26.4,6.8,113.8,40.9,69.5,80.2,Rainfed,Kharif,Basmati,West Bengal,7.14
1989.1,36.2,28.5,41.6,7.28,173.5,84.9,98.1,26.9,Rainfed,Kharif,Basmati,Tamil Nadu,0.11
1358.3,20.1,16.7,24.5,6.62,118.5,15.4,128.6,213.4,Canal,Rabi,MTU1010,Punjab,8.99
148.1,26.6,23.0,33.6,5.2,63.7,39.0,57.5,367.0,Canal,Rabi,MTU1010,Punjab,0.11
1985.7,23.0,15.8,30.3,5.66,128.1,83.5,33.3,81.4,Canal,Kharif,Basmati,Punjab,10.94
815.8,33.6,30.1,39.6,7.32,25.8,3.7,43.7,333.9,Canal,Kharif,IR64,Tamil Nadu,5.68
574.8,20.9,17.7,30.8,6.01,104.4,37.3,134.2,135.7,Rainfed,Kharif,MTU1010,Tamil Nadu,6.2
1115.8,30.0,25.2,37.3,5.39,84.5,1.0,149.5,39.6,Borewell,Kharif,MTU1010,Tamil Nadu,0.55
608.6,25.3,20.0,34.6,7.76,64.8,18.0,20.6,235.9,Borewell,Rabi,Basmati,Tamil Nadu,2.99
172.9,22.4,16.6,29.8,6.73,133.1,72.5,111.1,208.8,Rainfed,Rabi,IR64,West Bengal,0.31
2.9,33.9,28.4,39.0,7.32,21.3,54.8,5.6,335.4,Rainfed,Rabi,IR64,West Bengal,1.12
899.2,23.9,16.3,33.8,4.59,95.9,18.7,140.0,41.2,Rainfed,Rabi,Swarna,Punjab,4.3
1673.7,24.0,17.2,33.3,5.69,153.8,9.4,137.1,258.1,Rainfed,Kharif,Basmati,Punjab,10.59
1144.6,25.0,17.0,31.8,6.11,36.3,6.8,123.9,248.2,Canal,Kharif,IR64,Tamil Nadu,8.13
1998.4,30.6,25.2,36.0,6.56,47.6,10.2,131.9,398.0,Canal,Rabi,IR64,Punjab,9.97
573.7,31.9,28.5,37.2,5.16,118.9,11.5,96.7,131.2,Rainfed,Kharif,Swarna,Andhra Pradesh,4.82
560.9,20.3,12.5,29.2,6.24,139.1,10.4,23.6,17.8,Canal,Rabi,Basmati,Punjab,0.89
319.5,24.4,21.3,28.8,6.9,51.0,6.6,146.3,164.5,Canal,Rabi,Swarna,West Bengal,5.8
328.1,27.8,20.9,35.6,5.71,64.8,83.6,22.6,185.8,Rainfed,Kharif,MTU1010,West Bengal,4.11
570.4,26.0,22.8,33.8,6.92,133.2,113.0,36.0,147.6,Rainfed,Rabi,Swarna,Tamil Nadu,6.36
1585.7,35.9,29.1,41.0,5.86,51.4,102.7,69.2,252.2,Rainfed,Kharif,IR64,Punjab,7.07
1811.5,34.2,26.5,42.4,6.14,119.9,31.9,79.7,106.3,Canal,Kharif,Swarna,Andhra Pradesh,8.33
1950.2,31.3,26.3,39.5,4.97,28.6,24.5,15.4,73.3,Rainfed,Rabi,IR64,Andhra Pradesh,4.53
464.6,26.1,21.9,32.2,6.78,74.0,5.7,121.9,181.1,Rainfed,Kharif,IR64,Tamil Nadu,5.6
1762.6,32.6,28.5,39.5,5.28,124.0,18.7,22.0,290.8,Borewell,Kharif,Swarna,West Bengal,7.16
656.5,35.2,29.7,44.2,7.4,82.8,68.1,104.8,356.6,Rainfed,Kharif,MTU1010,Punjab,5.52
225.7,30.7,26.9,37.8,6.44,3.5,119.8,72.3,265.5,Rainfed,Rabi,MTU1010,Andhra Pradesh,0.84
1740.0,34.1,27.8,41.8,6.46,73.1,103.1,129.7,150.9,Borewell,Rabi,Swarna,West Bengal,7.88
1272.2,33.5,28.6,40.0,7.69,51.9,61.8,47.3,298.7,Rainfed,Rabi,IR64,Tamil Nadu,5.11
329.5,30.3,25.7,35.2,5.09,18.2,50.8,133.8,75.5,Rainfed,Kharif,Swarna,Punjab,3.03
859.7,25.6,20.3,35.6,6.36,1.6,17.7,40.4,300.8,Borewell,Rabi,MTU1010,West Bengal,4.04
574.5,33.4,27.7,40.6,5.84,8.2,50.2,91.9,192.4,Canal,Rabi,Swarna,Andhra Pradesh,4.0
1473.6,23.7,20.0,29.7,7.88,170.9,71.4,77.8,108.3,Borewell,Kharif,MTU1010,Andhra Pradesh,8.65
906.8,34.0,27.5,42.3,7.27,135.0,71.5,56.4,276.9,Rainfed,Rabi,Swarna,Punjab,5.55
1978.6,34.5,27.1,42.2,7.15,169.2,66.9,1.9,166.6,Canal,Rabi,MTU1010,Tamil Nadu,8.39
109.5,34.8,30.4,40.2,5.21,20.7,98.9,63.7,248.0,Canal,Kharif,IR64,Punjab,0.73
710.0,28.5,24.6,37.8,5.33,102.7,61.2,18.9,265.5,Borewell,Rabi,MTU1010,Tamil Nadu,5.16
963.8,23.5,16.7,27.9,4.6,15.0,56.7,36.0,157.3,Canal,Kharif,MTU1010,West Bengal,4.77
1006.3,21.8,17.9,29.4,6.73,4.8,36.7,110.1,394.4,Canal,Kharif,IR64,Tamil Nadu,7.26
631.9,33.4,30.2,40.2,5.8,83.9,21.6,91.4,182.8,Rainfed,Kharif,Basmati,Punjab,4.82
1458.5,36.0,29.9,41.9,5.59,116.3,0.2,84.3,393.6,Rainfed,Kharif,Basmati,West Bengal,7.58
